Nome	Tipo	Categoria	Requisito	Mana	Dificuldade	Classe	Raça	Descrição
Combate com Duas Armas 1	Suporte	Técnica	-	-1	-1	Guerreiro	-	Você treinou para usar duas armas em combate de forma eficiente. Você pode fazer um ataque para cada arma que estiver segurando, desde que pelo menos uma delas tenha uma FN igual à metade (ou menos) do que a Força do personagem.         Especial: Se você utilizar uma Habilidade de Ação, seus efeitos se aplicam a apenas um dos seus ataques – mas você ainda pode fazer um ataque normal com a outra arma no mesmo turno, antes ou depois de utilizar a Habilidade de Ação.
Combate Pesado	Reação	Técnica	Combate Tático	10	-1	Guerreiro	-	Sempre que você fizer uma manobra de encontrão ou um ataque corporal enquanto estiver portando uma arma de duas mãos ou um escudo, você pode rolar novamente 1 dos dados em seus testes de ataque.         Você pode escolher com qual dos resultados vai ficar.         Você só pode usar esta Habilidade 1 vez por turno.
Combate Tático	Reação	Técnica	-	-1	-1	Guerreiro	-	Se você derrotar um oponente com um ataque corporal, você pode imediatamente realizar outro ataque corporal normal
Defesa Agressiva	Suporte	Técnica	Defletor	-1	-1	Guerreiro	-	Você entende que a melhor defesa é um ataque eficiente. Quando estiver empunhando uma arma corporal de duas mãos, duas armas corporais ou um escudo, você recebe +1 em seus testes de ataque corporal e +1 na sua Defesa.         Esse bônus de Defesa é considerado um bônus de Bloqueio.
Defletor	Suporte	Técnica	-	-1	-1	Guerreiro	-	Você está acostumado a se defender de projéteis. Enquanto estiver empunhando uma arma corporal de duas mãos, duas armas corporais ou um escudo, você recebe +2 no seu bônus de Bloqueio contra ataques à distância.         Esse bônus de Defesa é considerado um bônus de Bloqueio.
Golpe Devastador 1	Ação	Técnica	Nocautear	30	-1	Guerreiro	-	Você pode fazer um ataque corporal que causa o dobro de dano, e se acertar, o alvo precisa vencer um confronto de Força (adicione a FN da arma que estiver usando no seu teste) contra você ou ficará Paralisado (veja Condições na página 169) por um turno.
Golpe com Escudo	Reação	Técnica	-	5	-1	Guerreiro	-	Se você estiver portando um escudo e errar um ataque corporal com sua arma, você pode imediatamente fazer um ataque corporal normal contra o mesmo alvo com seu escudo. Um ataque com um escudo causa dano igual à Força + FN do escudo/Contusão.
Grito de Guerra 1	Ação	-	-	10	-1	Guerreiro	-	Você pode dar um grito fervoroso que motiva seus aliados. Você e todos os aliados que estiverem em um raio de 5 metros recebem +1 em todas as rolagens até o final da batalha. Além disso, remova todos os efeitos de Medo de odos os aliados dentro da área dessa Habilidade.         Você não pode usar esta Habilidade se estiver sob qualquer efeito de Medo.
Guerreiro de Aço 1	Suporte	Característica	-	-1	-1	Guerreiro	-	Você está acostumado a usar armaduras pesadas. Você considera a FN de qualquer armadura com a Característica Pesada como tendo FN-1 para todos os propósitos.
Investida Mortal	Ação	Técnica	-	10	-1	Guerreiro	-	Faça uma manobra de encontrão contra um alvo. Se acertar, esse ataque causa +10 de dano e deixa o alvo Atordoado (veja Condições na página 169) por 1 turno.
Nocautear	Ação	Técnica	-	10	-1	Guerreiro	-	Faça um ataque corporal que cause dano por Contusão. Se acertar, além de sofrer o dano normal do ataque, o alvo fica Paralisado (veja Condições na página 169) por 1 turno.
Parede de Escudos	Suporte	Técnica	-	-1	-1	Guerreiro	-	Você está acostumado a lutar em grupo e usar seu escudo para proteger seus aliados. Enquanto você estiver usando um escudo, todos os aliados adjacentes a você recebem um bônus de +1 na Defesa.         Esse é um bônus de Bloqueio.
Sem Escapatória	Reação	Técnica	Combate Tático	-1	-1	Guerreiro	-	Se um oponente que está adjacente a você tentar se afastar ou se levantar, você pode imediatamente fzer um ataque corporal normal contra ele. Se acertar, além de sofrer o dano normal pelo ataque, o oponente não poderá se movimentar neste turno.
Transpor	Suporte	Técnica	Defesa Agressiva	-1	-1	Guerreiro	-	Você sabe encontrar os espaços deixados pelo escudo do adversário. Ignore sempre o bônus de Bloqueio da Defesa do oponente.
Combate com Duas Armas 2	Suporte	Técnica	Nível 5 e Combate com Duas Armas 1	-1	-1	Guerreiro	-	Como em Combate com Duas Armas 1, mas você pode usar duar armas com a mesma FN.         Especial: Se você utilizar uma Habilidade de Ação, seus efeitos se aplicam a apenas um dos seus ataques - mas você ainda pode fazer um ataque normal com a outra arma no mesmo turno, antes ou depois de utilizar a Habilidade de Ação.
Força de Explosão	Suporte	Característica	Nível 5 e Ataque do Búfalo	-1	-1	Guerreiro	-	Quando fizer ataques que têm chances de derrubar o oponente você pode afetar alvos até 10 vezes mais pesados do que você (a maioria dos ataques que derrubam oponentes só afetam alvos com até o dobro do seu peso).  Além disso, se você usar qualquer Habilidade que derrube o oponente, a dificuldade para resistir ao efeito é aumentada em +2.
Golpe Devastador 2	Ação	Técnica	Nível 5 e Golpe Devastador 1	60	-1	Guerreiro	-	Faça um ataque corporal contra o alvo. Se acertar, o ataque causa o triplo do dano normal e o alvo precisa vencer um confronto de Força (adicione a FN da arma que estiver usando no seu teste) contra você ou ficará Paralisado (veja Condições na página 169) por um turno.
Grito de Guerra 2	Ação	-	Nível 5 e Grito de Guerra 1	15	-1	Guerreiro	-	Você pode dar um grito fervoroso que motiva todos seus aliados. Você e todos os seus aliados em um raio de 10 metros recebem +2 em todas as rolagens até o final da batalha. Além disso, remova todos os efeitos de Medo de todos os aliados dentro da área dessa Habilidade.  Você não pode usar esta Habilidade se estiver sob qualquer efeito de Medo.
Grito de Intimidação	Ação	-	Nível 5 e Grito de Guerra 1	35	-1	Guerreiro	-	Você pode dar um grito para intimidar seus inimigos. Todos os oponentes que estiverem a até 10 metros à sua frente que tiverem uma Determinação menor do que a sua ficam Paralisados (veja Condições naa página 169) por 2 turnos.  Esse é um efeito de Medo.
Guerreiro de Aço 2	Suporte	Característica	Nível 5 e Guerreiro de Aço 1	-1	-1	Guerreiro	-	Você está extremamente acostumado a usar armaduras pesadas e se sente confortável quando verga uma. Você considera a FN de Qualquer armadura com a Característica Pesada como tendo FN-1 para todos os propósitos.  Essa redução se acumula com a redução fornecida por Guerreiro de Aço 1.
Implacável	Suporte	Característica	Nível 5 e Sem Escapatória	-1	-1	Guerreiro	-	Sempre que acertar uma manobra de encontrão usando um escudo, o alvo precisa vencer um teste de Resistência (Dificuldade igual à sua Determinação + a FN do escudo que você estiver usando) ou será derrubado. Alvos com o dobro do seu peso não são afetados. Um ataque com um escudo causa dano igual à Força + FN do escudo/Contusão.
Mestre de Armas 2	Suporte	Técnica	Nível 5	-1	-1	Guerreiro	-	Você é extremamente eficaz no uso de armas brancas. Sempre que acertar um ataque corporal adicione 3 ao dano do ataque.  Esse bônus de dano se acumula com o bônus fornecido por Mestre de Armas 1.
Valor da Vitória	Reação	Característica	Nível 5	-1	-1	Guerreiro	-	Cada vez que você derrota um oponente (isso inclui se ele se render ou fugir após a batalha) você recupera 5 pontos de vida e 5 pontos de mana.
Mestre de Armas 3	Ação	Técnica	Nível 10 e Mestre de Armas 2	50	-1	Guerreiro	-	Faça um ataque corporal contra uma criatura. Se o ataque acertar o alvo, ao invés do dano normal da arma, os Pontos de Vida atuais dele são reduzidos à metade. No caso de um sucesso crítico no ataque, o oponente é morto instantaneamente.
Gatuno	Suporte	-	-	-1	-1	Ladino	-	Você aprendeu com a dura vida nas ruas a sobreviver na selva urbana. Você nunca é considerado Inapto quando tentar furtar bolsos ou arrombar fechaduras usando um kit de arrombamento. Além disso, você rola +1d6 quando tentar escalar, se esconder e tentar passar despercebido.
Acrobata	Suporte	Característica	-	-1	-1	Ladino	-	Você sempre rola +1d6 em seus testes de equilíbrio, salto, piruetas e coisas semelhantes. Além disso, você sofre apenas metade dos danos por queda.
Aparar 	Suporte	Técnica	-	-1	-1	Ladino	-	Você pode usar qualquer coisa que esteja em suas mãos para afastar e desviar golpes desferidos contra você. Enquanto estiver com um objeto em pelo menos uma das mãos, você recebe Defesa +1. Se estiver segurando uma objeto em ambas as mãos ou um objeto em cada mão você recebe Defesa +2. Este e um bônus de Esquiva.
Armadilheiro	Ação	Técnica	-	-1	-1	Ladino	-	Você se especializou em desarmar e preparar armadilhas. Você nunca é considerado Inapto para desarmar armadilhas e se tiver os materiais e o tempo necessários, você pode armar uma armadilha. Faça um teste de Inteligência: O resultado do teste será a dificuldade para a armadilha ser percebida e desarmada.
Ataque Aleijador	Ação	Técnica	-	20	-1	Ladino	-	Faça um ataque corporal ou à distância, visando o quadril, joelho ou tornozelo do alvo, comprometendo sua locomoção e deixando um ferimento doloroso. Além de receber o dano normal pelo ataque, o alvo fica com seu Deslocamento reduzido em 1 e sempre que se deslocar ou fizer um teste de Movimentação sofre 10 pontos de dano. Este é um efeito de sangramento.
Ataque Evasivo	Ação	Técnica	Evasão	10	-1	Ladino	-	Você realiza um ataque seguido de uma movimentação errática para confundir seu oponente. Faça um ataque baseado em Agilidade. Se acertar, o alvo realiza seus ataques contra você como se fosse Inapto durante o próximo turno. Se o ataque for à distância e houver alguma cobertura à disposição, você pode se esconder tornando impossível para o alvo lhe atacar enquanto ele não o ver primeiro.
Ataque Redirecionado	Reação	Técnica	Evasão	-1	-1	Ladino	-	Quando um oponente errar um ataque corporal contra você, você pode direcionar o ataque dele para outro alvo. O novo alvo precisa estar adjacente a você ou ao oponente que errou o ataque. Esse ataque acerta automaticamente – sem chance de errar ou de ser um sucesso decisivo. Esta Habilidade só pode ser usada uma vez por rodada.
Combate com Duas Armas 1	Suporte	Técnica	-	-1	-1	Ladino	-	Você treinou para usar duas armas em combate de forma eficiente. Você pode fazer um ataque para cada arma que estiver segurando, desde que pelo menos uma delas tenha uma FN igual à metade (ou menos) do que a Força do personagem. Especial: Se você utilizar uma Habilidade de Ação, seus efeitos se aplicam a apenas um dos seus ataques – mas você ainda pode fazer um ataque normal com a outra arma no mesmo turno, antes ou depois de utilizar a Habilidade de Ação.
Contatos no Crime	Suporte	Técnica	-	-1	-1	Ladino	-	Você possui muitos contatos entre os criminosos – pequenos e grandes. Com isto você pode descobrir informações privilegiadas ou comprar e vender mercadoria roubada. Obviamente o mestre poderá restringir informações se isso for atrapalhar o andamento ou a trama da campanha, e você nem sempre será capaz de encontrar qualquer item à disposição em qualquer lugar – mas o mercado negro nas grandes cidades costuma estar abastecido de praticamente qualquer item disponível na campanha. Criminosos pagarão metade do preço normal de qualquer item que você quiser vender – desde que tenham dinheiro para tanto – e venderão itens com um custo um terço menor do que o normal. Itens proibido ou controlados, no entanto, podem ser extremamente caros. Informações terão um preço dependendo da importância e dificuldade de obtê-las, de acordo com a vontade do Mestre.
Corte Arterial	Ação	Técnica	Ataque Aleijador	30	-1	Ladino	-	Faça um ataque corporal com uma arma de corte ou perfuração. Se acertar, a vítima começará a sangrar, perdendo 10 Pontos de Vida no início de cada um de seus turnos. Este é um efeito de sangramento.
Eloquente	Suporte	Característica	-	-1	-1	Ladino	-	Você tem um talento de convencer ou comover outras pessoas apenas falando do jeito certo. Você recebe +1d6 em todos os seus testes para persuadir, mentir, perceber mentiras, intimidar ou em qualquer outra interação social.
Evasão	Reação	Técnica	-	20	-1	Ladino	-	Se o seu inimigo fizer um ataque corporal e acertar, você pode declarar evasão, e obrigar o inimigo a rolar novamente o teste de ataque. Você pode escolher com qual dos resultados o oponente vai ficar. Esta Habilidade só pode ser usada uma vez por turno.
Falhas da Armadura	Suporte	Técnica	-	-1	-1	Ladino	-	Você sabe como acertar ataques entre as frestas e falhas das armaduras do inimigo. Ignore sempre o bônus de armadura da defesa do oponente.
Flanquear	Suporte	Técnica	-	-1	-1	Ladino	-	Você prefere atacar seus alvos quando eles estão desatentos – e é muito eficiente fazendo isso! Sempre que você e pelo menos mais um aliado estiverem em alcance corporal de um oponente, você considera aquele oponente Despreparado em relação a você (ver Condições, pág. 169). Você só pode flanquear um alvo por turno. Se 2 ou mais adversários estiverem adjacentes a você e a um aliado ao mesmo tempo, você deve definir qual deles vai flanquear.
Flexivel	Suporte	Característica	-	-1	-1	Ladino	-	Você tem o corpo muito flexível, capaz de se dobrar, esticar e espremer de maneiras extremas. Você pode passar por aberturas como se tivesse apenas metade do seu tamanho, consegue escorregar para fora de grilhões e amarras com facilidade, pode se esticar e dobrar de modos a alcançar pontos de apoio difíceis numa escalada além de ser mais ágil quando corre e escapa de obstáculos, recebendo um bônus de +2 em qualquer teste que envolva esse tipo de circunstância. Especial: Armaduras com a Característica Pesada impedem que você receba os bônus por esta Habilidade.
Furtivo	Suporte	Característica	-	-1	-1	Ladino	-	Você é particularmente discreto quando quer. Você pode rolar +1d6 quando fizer testes para se mover em silêncio, se esconder, camuflar, ou usar disfarces.
Golpes Rapidos	Ação	Técnica	-	30	-1	Ladino	-	Você pode fazer dois ataques corporais com uma arma que estiver empunhando, desde que esteja empunhando a arma com apenas 1 mão.
Mestre das Adagas 1	Ação	Técnica	-	-1	-1	Ladino	-	Você se especializou em arremessar armas pequenas de forma eficiente. Você pode arremessar 2 armas com a característica Arremesso e FN 1.
Mestre das Adagas 2	Ação	Técnica	Mestre das Adagas 1	-1	-1	Ladino	-	Você refinou sua técnica de arremesso de pequenos objetos. Você pode arremessar até 4 armas com a característica Arremesso e FN 1.
Movimentos Evasivos	Suporte	-	Acrobata	-1	-1	Ladino	-	Você ganha +1 na sua defesa para cada 2 pontos que tiver em Agilidade. Esta habilidade só funciona se você estiver sem armadura. Esse é um bônus de Esquiva.
Malabarista	Suporte	Técnica	-	-1	-1	Ladino	-	Você tem uma ótima coordenação para jogar e pegar objetos no ar. Além de poder realizar malabarismos – mesmo usando objetos perigosos como adagas ou tochas – como entretenimento, você recebe +2 em todas as suas jogadas para arremessar objetos e +1 na Defesa contra ataques à distância. Esse bônus de Defesa conta como Esquiva
Truque Sujo	Ação	Técnica	Evasão	10	-1	Ladino	-	Quando estiver em distância corporal do oponente e ele estiver te vendo, faça um Confronto de Inteligência contra o alvo. Se você tiver um resultado igual ou maior do que o do oponente nesse teste, você realiza um truque sujo (joga areia nos olhos do oponente, joga um pano em seu rosto, enrola uma corda em suas pernas, etc.) fazendo com que o alvo fique confuso ou desequilibrado, não podendo realizar nenhuma ação no próximo turno, e sendo considerado Desprevenido por 1turno.
Camuflagem	Suporte	-	nivel 5, Furtivo	-1	-1	Ladino	-	Você pode se camuflar em florestas usando galhos, folhas e lama, ou nas sombras de becos e ruas usando uma capa preta e talvez fuligem ou barro. Quando puder usar o ambiente a seu favor dessa forma, você pode rolar +1d6 nos testes para se esconder.
Combate com Duas Armas 2	Suporte	Técnica	nivel 5, Combate com Duas Armas 1	-1	-1	Ladino	-	Como em Combate com Duas Armas 1, mas você pode usar duas armas com a mesma FN. Especial: Se você utilizar uma Habilidade de Ação, seus efeitos se aplicam a apenas um dos seus ataques – mas você ainda pode fazer um ataque normal com a outra arma no mesmo turno, antes ou depois de utilizar a Habilidade de Ação.
Emboscar	Ação	Técnica	nivel 5, Camuflagem	20	-1	Ladino	-	Você se especializou em emboscar inimigos incapazes de percebê-lo. Quando fizer um ataque à distância contra um alvo Desprevenido (ver Condições, pág. 169), faça imediatamente um Confronto com sua Agilidade versus Inteligência do alvo. Se o seu resultado for mais alto do que o do alvo, ele não consegue perceber de onde veio o ataque, tornando impossível para o alvo lhe atacar (ou mesmo ter uma ideia aproximada da sua posição, a menos que ela seja óbvia) enquanto você permanecer escondido.
En Passant	Reação	Técnica	nivel 5, Flanquear	-1	-1	Ladino	-	Se um alvo que está adjacente a você tentar se afastar ou se levantar, você pode imediatamente fazer uma ação normal (sem Habilidades de Ação) contra ele. O alvo é considerado Despreparado contra essa ação
Explorar Surpresa	Ação	Técnica	nivel 5,Flanquear	20	-1	Ladino	-	Faça um ataque contra um alvo Despreparado
Improvisão Ladina	Suporte	-	nivel 5	-1	-1	Ladino	-	Você pode pegar garrafas quebradas, lascas de madeira ou osso, pedaços de vidro ou mesmo de gelo e usar como se fosse uma adaga. Em geral uma adaga improvisada dessa forma se torna inútil depois de um ataque. Você também pode montar ou desarmar armadilhas e abrir fechaduras sem ter os materiais apropriados, desde que possa improvisar gazuas ou ferramentas – com agulhas, galhos, lascas de pedra, pedaços de armas, etc.
Mestre das Adagas 3	Ação	Técnica	nivel 5, Mestre das Adagas 2	-1	-1	Ladino	-	Você é um mestre da técnica de arremessar pequenos objetos! Você pode arremessar até 6 armas com a característica Arremesso e FN 1.
Passo Leve	Reação	Técnica	nivel 5, Furtivo	10	-1	Ladino	-	Sempre que você fizer um teste para mover-se em silencio, se esconder ou camuflar ou bater carteiras você pode rolar novamente 1 dos dados. Você pode escolher com qual dos resultados vai ficar. Esta Habilidade só pode ser usada uma vez por turno.
Ripostar	Reação	Técnica	nivel 5, Ataque Redirecionado	-1	-1	Ladino	-	Você está sempre atento à guarda do oponente, esperando uma falha para contra-atacar de modo oportuno. Sempre que um oponente fizer um ataque contra você e errar, você pode imediatamente fazer um ataque normal contra aquele oponente.
Trapaceiro Impecavel	Suporte	Característica	nivel 5, Eloquente	-1	-1	Ladino	-	Você está acostumado a enganar e mentir, e seu raciocínio se tornou tão condicionado a extrapolar situações rapidamente que até ler (ou mesmo dominar) sua mente é mais difícil! Sua Inteligência é considerada o dobro em Confrontos para tentar esconder ou dissimular a verdade e para calcular sua Determinação contra magias e efeitos que tentem ler sua mente ou perceber suas intenções.
Mestre Especialista	Suporte	Técnica	Nivel 10	-1	-1	Ladino	-	Sempre que uma Habilidade oferecer um bônus de +1d6 em uma determinada ação, você recebe +2d6 para aquela ação ao invés disso.
