Nome	Tipo	Categoria	Requisito	Mana	Dificuldade	Classe	Raça	Descrição
Combate com Duas Armas 1	Suporte	Técnica	-	-1	-1	Guerreiro	-	Você treinou para usar duas armas em combate de forma eficiente. Você pode fazer um ataque para cada arma que estiver segurando, desde que pelo menos uma delas tenha uma FN igual à metade (ou menos) do que a Força do personagem.         Especial: Se você utilizar uma Habilidade de Ação, seus efeitos se aplicam a apenas um dos seus ataques – mas você ainda pode fazer um ataque normal com a outra arma no mesmo turno, antes ou depois de utilizar a Habilidade de Ação.
Combate Pesado	Reação	Técnica	Combate Tático	10	-1	Guerreiro	-	Sempre que você fizer uma manobra de encontrão ou um ataque corporal enquanto estiver portando uma arma de duas mãos ou um escudo, você pode rolar novamente 1 dos dados em seus testes de ataque.         Você pode escolher com qual dos resultados vai ficar.         Você só pode usar esta Habilidade 1 vez por turno.
Combate Tático	Reação	Técnica	-	-1	-1	Guerreiro	-	Se você derrotar um oponente com um ataque corporal, você pode imediatamente realizar outro ataque corporal normal
Defesa Agressiva	Suporte	Técnica	Defletor	-1	-1	Guerreiro	-	Você entende que a melhor defesa é um ataque eficiente. Quando estiver empunhando uma arma corporal de duas mãos, duas armas corporais ou um escudo, você recebe +1 em seus testes de ataque corporal e +1 na sua Defesa.         Esse bônus de Defesa é considerado um bônus de Bloqueio.
Defletor	Suporte	Técnica	-	-1	-1	Guerreiro	-	Você está acostumado a se defender de projéteis. Enquanto estiver empunhando uma arma corporal de duas mãos, duas armas corporais ou um escudo, você recebe +2 no seu bônus de Bloqueio contra ataques à distância.         Esse bônus de Defesa é considerado um bônus de Bloqueio.
Golpe Devastador 1	Ação	Técnica	Nocautear	30	-1	Guerreiro	-	Você pode fazer um ataque corporal que causa o dobro de dano, e se acertar, o alvo precisa vencer um confronto de Força (adicione a FN da arma que estiver usando no seu teste) contra você ou ficará Paralisado (veja Condições na página 169) por um turno.
Golpe com Escudo	Reação	Técnica	-	5	-1	Guerreiro	-	Se você estiver portando um escudo e errar um ataque corporal com sua arma, você pode imediatamente fazer um ataque corporal normal contra o mesmo alvo com seu escudo. Um ataque com um escudo causa dano igual à Força + FN do escudo/Contusão.
Grito de Guerra 1	Ação	-	-	10	-1	Guerreiro	-	Você pode dar um grito fervoroso que motiva seus aliados. Você e todos os aliados que estiverem em um raio de 5 metros recebem +1 em todas as rolagens até o final da batalha. Além disso, remova todos os efeitos de Medo de odos os aliados dentro da área dessa Habilidade.         Você não pode usar esta Habilidade se estiver sob qualquer efeito de Medo.
Guerreiro de Aço 1	Suporte	Característica	-	-1	-1	Guerreiro	-	Você está acostumado a usar armaduras pesadas. Você considera a FN de qualquer armadura com a Característica Pesada como tendo FN-1 para todos os propósitos.
Investida Mortal	Ação	Técnica	-	10	-1	Guerreiro	-	Faça uma manobra de encontrão contra um alvo. Se acertar, esse ataque causa +10 de dano e deixa o alvo Atordoado (veja Condições na página 169) por 1 turno.
Nocautear	Ação	Técnica	-	10	-1	Guerreiro	-	Faça um ataque corporal que cause dano por Contusão. Se acertar, além de sofrer o dano normal do ataque, o alvo fica Paralisado (veja Condições na página 169) por 1 turno.
Parede de Escudos	Suporte	Técnica	-	-1	-1	Guerreiro	-	Você está acostumado a lutar em grupo e usar seu escudo para proteger seus aliados. Enquanto você estiver usando um escudo, todos os aliados adjacentes a você recebem um bônus de +1 na Defesa.         Esse é um bônus de Bloqueio.
Sem Escapatória	Reação	Técnica	Combate Tático	-1	-1	Guerreiro	-	Se um oponente que está adjacente a você tentar se afastar ou se levantar, você pode imediatamente fzer um ataque corporal normal contra ele. Se acertar, além de sofrer o dano normal pelo ataque, o oponente não poderá se movimentar neste turno.
Transpor	Suporte	Técnica	Defesa Agressiva	-1	-1	Guerreiro	-	Você sabe encontrar os espaços deixados pelo escudo do adversário. Ignore sempre o bônus de Bloqueio da Defesa do oponente.
Combate com Duas Armas 2	Suporte	Técnica	Nível 5 e Combate com Duas Armas 1	-1	-1	Guerreiro	-	Como em Combate com Duas Armas 1, mas você pode usar duar armas com a mesma FN.         Especial: Se você utilizar uma Habilidade de Ação, seus efeitos se aplicam a apenas um dos seus ataques - mas você ainda pode fazer um ataque normal com a outra arma no mesmo turno, antes ou depois de utilizar a Habilidade de Ação.
Força de Explosão	Suporte	Característica	Nível 5 e Ataque do Búfalo	-1	-1	Guerreiro	-	Quando fizer ataques que têm chances de derrubar o oponente você pode afetar alvos até 10 vezes mais pesados do que você (a maioria dos ataques que derrubam oponentes só afetam alvos com até o dobro do seu peso).  Além disso, se você usar qualquer Habilidade que derrube o oponente, a dificuldade para resistir ao efeito é aumentada em +2.
Golpe Devastador 2	Ação	Técnica	Nível 5 e Golpe Devastador 1	60	-1	Guerreiro	-	Faça um ataque corporal contra o alvo. Se acertar, o ataque causa o triplo do dano normal e o alvo precisa vencer um confronto de Força (adicione a FN da arma que estiver usando no seu teste) contra você ou ficará Paralisado (veja Condições na página 169) por um turno.
Grito de Guerra 2	Ação	-	Nível 5 e Grito de Guerra 1	15	-1	Guerreiro	-	Você pode dar um grito fervoroso que motiva todos seus aliados. Você e todos os seus aliados em um raio de 10 metros recebem +2 em todas as rolagens até o final da batalha. Além disso, remova todos os efeitos de Medo de todos os aliados dentro da área dessa Habilidade.  Você não pode usar esta Habilidade se estiver sob qualquer efeito de Medo.
Grito de Intimidação	Ação	-	Nível 5 e Grito de Guerra 1	35	-1	Guerreiro	-	Você pode dar um grito para intimidar seus inimigos. Todos os oponentes que estiverem a até 10 metros à sua frente que tiverem uma Determinação menor do que a sua ficam Paralisados (veja Condições naa página 169) por 2 turnos.  Esse é um efeito de Medo.
Guerreiro de Aço 2	Suporte	Característica	Nível 5 e Guerreiro de Aço 1	-1	-1	Guerreiro	-	Você está extremamente acostumado a usar armaduras pesadas e se sente confortável quando verga uma. Você considera a FN de Qualquer armadura com a Característica Pesada como tendo FN-1 para todos os propósitos.  Essa redução se acumula com a redução fornecida por Guerreiro de Aço 1.
Implacável	Suporte	Característica	Nível 5 e Sem Escapatória	-1	-1	Guerreiro	-	Sempre que acertar uma manobra de encontrão usando um escudo, o alvo precisa vencer um teste de Resistência (Dificuldade igual à sua Determinação + a FN do escudo que você estiver usando) ou será derrubado. Alvos com o dobro do seu peso não são afetados. Um ataque com um escudo causa dano igual à Força + FN do escudo/Contusão.
Mestre de Armas 2	Suporte	Técnica	Nível 5	-1	-1	Guerreiro	-	Você é extremamente eficaz no uso de armas brancas. Sempre que acertar um ataque corporal adicione 3 ao dano do ataque.  Esse bônus de dano se acumula com o bônus fornecido por Mestre de Armas 1.
Valor da Vitória	Reação	Característica	Nível 5	-1	-1	Guerreiro	-	Cada vez que você derrota um oponente (isso inclui se ele se render ou fugir após a batalha) você recupera 5 pontos de vida e 5 pontos de mana.
Mestre de Armas 3	Ação	Técnica	Nível 10 e Mestre de Armas 2	50	-1	Guerreiro	-	Faça um ataque corporal contra uma criatura. Se o ataque acertar o alvo, ao invés do dano normal da arma, os Pontos de Vida atuais dele são reduzidos à metade. No caso de um sucesso crítico no ataque, o oponente é morto instantaneamente.
